...1,item_number,description,category,item_link
2637,47394pb043,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Red Top with Open Collar, Black Hair, VIP Badge",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb043
2638,47394pb177,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Red Top with Open Collar, Black Hair, VIP Badge, Blue Eyes, Closed Mouth Smile",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb177
2639,47394pb058,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Sand Green Top with Buttons, Reddish Brown Hair, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb058
2640,47394pb036,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Sand Green Top with Buttons, Reddish Brown Hair, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb036
2641,47394pb255,"Duplo Figure Lego Ville, Male, Dark Blue Legs, White Shirt with Red Horizontal Stripes, Blue Cap and Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb255
2642,47394pb074,"Duplo Figure Lego Ville, Male, Dark Blue Legs, White Top with Buttons and Stripes, Black Hair, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb074
2643,47394pb085,"Duplo Figure Lego Ville, Male, Dark Blue-Violet Legs, Bright Light Blue Top with Straps and Key Necklace, Bright Light Blue Hands, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb085
2644,47394pb326,"Duplo Figure Lego Ville, Male, Dark Blue-Violet Legs, Bright Light Blue Top with Straps and Key Necklace, Nougat Hands, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb326
2645,47394pb071,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Black Top with Buttons, Black Hair, Brown Head",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb071
2646,47394pb165,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Blue Jacket with Tie, Red Hat, Smile with Teeth (Train Conductor)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb165
2647,47394pb165a,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Blue Jacket with Tie, Red Hat, Smile with Teeth (Train Conductor), Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb165a
2648,47394pb059,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Bright Green Button Down Shirt, Red Cap, Brown Eyes, Closed Mouth Smile (Mechanic)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb059
2649,47394pb101,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Bright Green Button Down Shirt, Red Cap, Brown Eyes, Open Mouth Smile (Mechanic)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb101
2650,47394pb246,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Dark Azure Jacket, Black Shirt, Reddish Brown Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb246
2651,47394pb250,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Medium Blue Shirt, Dark Blue Cap, Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb250
2652,47394pb156,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Orange Vest with Zipper and Pockets, Orange Construction Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb156
2653,47394pb156a,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Orange Vest with Zipper and Pockets, Orange Construction Helmet, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb156a
2654,47394pb245,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Red Jacket, Medium Azure Shirt, Dark Blue Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb245
2655,47394pb321,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Reddish Brown Vest, Dark Tan Hair (Jurassic World Owen Grady)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb321
2656,47394pb210,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Tan Sweater, Black Hair, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb210
2657,47394pb298,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Tan Sweater, White Arms, Black Hair, Brown Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb298
2658,47394pb102,"Duplo Figure Lego Ville, Male, Dark Tan Legs, Orange Shirt, Brown Eyes, White Construction Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb102
2659,47394pb220,"Duplo Figure Lego Ville, Male, Dark Tan Legs, Red Top with Suspenders, Dark Brown Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb220
2660,47394pb200,"Duplo Figure Lego Ville, Male, Dark Tan Legs, Reddish Brown Hooded Parka, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb200
2661,47394pb018,"Duplo Figure Lego Ville, Male, Dark Tan Legs, Tan Top, Black Hair, Brown Eyes (Zoo Keeper)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb018
2662,47394pb018b,"Duplo Figure Lego Ville, Male, Dark Tan Legs, Tan Top, Tan Hands, Black Hair, Brown Eyes (Zoo Keeper)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb018b
2663,47394pb079,"Duplo Figure Lego Ville, Male, Light Blue Legs, Sand Blue Top with Strap, Gold Crown and Medium Blue Heart, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb079
2664,47394pb317,"Duplo Figure Lego Ville, Male, Light Bluish Gray Legs, White and Yellow Top with Bright Light Blue Jacket, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb317
2665,47394pb314,"Duplo Figure Lego Ville, Male, Lime Legs with Overalls and Recycling Logo, Reddish Brown Hair and Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb314
2666,47394pb268,"Duplo Figure Lego Ville, Male, Medium Azure Diving Suit, Yellow Arms, Reddish Brown Hair, Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb268
2667,47394pb260,"Duplo Figure Lego Ville, Male, Medium Azure Legs, Medium Azure Jacket with Zipper and Pockets, Yellow Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb260
2668,47394pb315,"Duplo Figure Lego Ville, Male, Medium Azure Legs, White Race Top and Helmet with Number 34 Pattern",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb315
2669,47394pb127,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Bright Green Top with White Undershirt, Blue Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb127
2670,47394pb022,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Dark Red Top, Blue Baseball Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb022
2671,47394pb019,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Dark Red Top, Reddish Brown Hair, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb019
2672,47394pb019a,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Dark Red Top, Reddish Brown Hair, Blue Eyes, Dark Red Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb019a
2673,47394pb019b,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Dark Red Top, Reddish Brown Hair, Open Mouth Smile, Reddish Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb019b
2674,47394pb182a,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Lime Striped Apron, Red Bow Tie, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb182a
2675,47394pb182,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Lime Striped Apron, Red Bow Tie, Black Hair, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb182
2676,47394pb294,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Lime Striped Apron, Red Bow Tie, Dark Brown Hair, Red Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb294
2677,47394pb029,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Orange Top with Overalls, Yellow Construction Helmet (Bob the Builder)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb029
2678,47394pb166,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Orange Vest, Dark Green Plaid Shirt, Bright Green Arms, Red Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb166
2679,47394pb166a,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Orange Vest, Dark Green Plaid Shirt, Bright Green Arms, Red Cap, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb166a
2680,47394pb167,"Duplo Figure Lego Ville, Male, Medium Blue Legs, Tan Top with Medium Blue Overalls, Bandana, Red Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb167
2681,47394pb302a,"Duplo Figure Lego Ville, Male, Medium Blue Legs, White Top with Medium Blue Overalls, Bandana, Red Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb302a
2682,47394pb302,"Duplo Figure Lego Ville, Male, Medium Blue Legs, White Top with Medium Blue Overalls, Bandana, Red Cap, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb302
2683,47394pb233,"Duplo Figure Lego Ville, Male, Medium Blue Legs, White Top with Triangles, Black Arms, Dark Brown Hair and Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb233
2684,47394pb097,"Duplo Figure Lego Ville, Male, Nougat Legs, Reddish Brown Hips, Black Hair, Tooth Necklace, Black Beard (Caveman)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb097
2685,47394pb098,"Duplo Figure Lego Ville, Male, Nougat Legs, Reddish Brown Hips, Reddish Brown Hair, Tooth Necklace (Caveman)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb098
2686,47394pb073,"Duplo Figure Lego Ville, Male, Orange Legs, Nougat Hands, Orange Top with Recycle Logo, Black Hair, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb073
2687,47394pb133,"Duplo Figure Lego Ville, Male, Orange Legs, Nougat Hands, Orange Top with Recycle Logo, Black Hair, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb133
2688,47394pb134,"Duplo Figure Lego Ville, Male, Orange Legs, Orange Hands, Orange Top with Recycle Logo, Black Hair, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb134
2689,47394pb183,"Duplo Figure Lego Ville, Male, Red Legs, Race Top with Zipper and Octan Logo, White Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb183
2690,47394pb183a,"Duplo Figure Lego Ville, Male, Red Legs, Race Top with Zipper and Octan Logo, White Helmet, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb183a
2691,47394pb027,"Duplo Figure Lego Ville, Male, Red Legs, Red Top with Ferrari / Shell / Vodafone Pattern (Mechanic)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb027
2692,47394pb009,"Duplo Figure Lego Ville, Male, Red Legs, Red Top with Ferrari / Shell / Vodafone Pattern (Racer)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb009
2693,47394pb175,"Duplo Figure Lego Ville, Male, Superman",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb175
2694,47394pb011b,"Duplo Figure Lego Ville, Male, Tan Legs, Blue Top with Tan Overalls Bib, Glasses, Light Bluish Gray Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb011b
2695,47394pb011c,"Duplo Figure Lego Ville, Male, Tan Legs, Blue Top with White Overalls Bib, Blue Hands, Light Bluish Gray Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb011c
2696,47394pb011a,"Duplo Figure Lego Ville, Male, Tan Legs, Blue Top with White Overalls Bib, Light Bluish Gray Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb011a
2697,47394pb078,"Duplo Figure Lego Ville, Male, Tan Legs, Blue Top, Black Vest, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb078
2698,47394pb146,"Duplo Figure Lego Ville, Male, Tan Legs, Green Top with 'ZOO' on Front and Back, Brown Head, Red Cap, Brown Head, Brown Eyes (Zoo Worker)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb146
2699,47394pb145,"Duplo Figure Lego Ville, Male, Tan Legs, Green Top with 'ZOO' on Front and Back, Red Cap, Blue Eyes (Zoo Worker)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb145
2700,47394pb159,"Duplo Figure Lego Ville, Male, Tan Legs, Medium Blue Shirt with Pocket and 4 Buttons, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb159
2701,47394pb159a,"Duplo Figure Lego Ville, Male, Tan Legs, Medium Blue Shirt with Pocket and 4 Buttons, Black Hair, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb159a
2702,47394pb216,"Duplo Figure Lego Ville, Male, Tan Legs, Red Shirt, Black Hair, Bright Green Arms",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb216
2703,47394pb301,"Duplo Figure Lego Ville, Male, Tan Legs, Reddish Brown Argyle Sweater Vest, White Arms, Light Bluish Gray Beard, Blue Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb301
2704,47394pb174,"Duplo Figure Lego Ville, Male, Tan Legs, Reddish Brown Argyle Sweater Vest, White Arms, Light Bluish Gray Hair, Glasses",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb174
2705,47394pb174a,"Duplo Figure Lego Ville, Male, Tan Legs, Reddish Brown Argyle Sweater Vest, White Arms, Light Bluish Gray Hair, Glasses, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb174a
2706,47394pb308,"Duplo Figure Lego Ville, Male, Tan Legs, White Top with Stripes, Black Cap, Dark Brown Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb308
2707,47394pb096,"Duplo Figure Lego Ville, Male, Thomas & Friends Sir Topham Hatt (4506027)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb096
2708,47394pb161,"Duplo Figure Lego Ville, Male, White Legs, White Race Top with Octan Logo, Red Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb161
2709,47394pb160,"Duplo Figure Lego Ville, Male, White Legs, White Race Top with Octan Logo, Yellow Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb160
2710,47394pb130,"Duplo Figure Lego Ville, Male, Woody",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb130
2711,47394pb275,"Duplo Figure Lego Ville, Male, Woody with Open Mouth Pattern",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb275
2712,47394pb194,"Duplo Figure Lego Ville, Mickey Mouse, Jacket, Vest and Bow Tie",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb194
2713,47394pb219,"Duplo Figure Lego Ville, Mickey Mouse, Life Jacket",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb219
2714,47394pb204,"Duplo Figure Lego Ville, Mickey Mouse, Red Overalls with Medium Azure Top",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb204
2715,47394pb278,"Duplo Figure Lego Ville, Mickey Mouse, Red Pants and Scarf",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb278
2716,47394pb232,"Duplo Figure Lego Ville, Mickey Mouse, Red Race Driver Jumpsuit, Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb232
2717,47394pb257,"Duplo Figure Lego Ville, Mickey Mouse, Red Swimsuit",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb257
2718,47394pb198,"Duplo Figure Lego Ville, Miles with Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb198
2719,47394pb199,"Duplo Figure Lego Ville, Miles without Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb199
2720,47394pb259,"Duplo Figure Lego Ville, Minnie Mouse, Bright Pink Jacket, Dark Pink Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb259
2721,47394pb195,"Duplo Figure Lego Ville, Minnie Mouse, Bright Pink Top",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb195
2722,47394pb235,"Duplo Figure Lego Ville, Minnie Mouse, Bright Pink Top with Black Sleeves, Dark Pink Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb235
2723,47394pb319,"Duplo Figure Lego Ville, Minnie Mouse, Bright Pink Top with Polka Dots and Black Sleeves, Dark Pink Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb319
2724,47394pb202,"Duplo Figure Lego Ville, Minnie Mouse, Medium Azure Aviator Jacket with Polka Dot Scarf",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb202
2725,47394pb258,"Duplo Figure Lego Ville, Minnie Mouse, Red Swimsuit",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb258
2726,47394pb164,"Duplo Figure Lego Ville, Never Land Pirates, Captain Hook",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb164
2727,47205pb027,"Duplo Figure Lego Ville, Never Land Pirates, Cubby",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47205pb027
2728,47394pb163,"Duplo Figure Lego Ville, Never Land Pirates, Izzy",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb163
2729,47394pb162,"Duplo Figure Lego Ville, Never Land Pirates, Jake",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb162
2730,47394pb185,"Duplo Figure Lego Ville, Never Land Pirates, Lost Boy",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb185
2731,47394pb184,"Duplo Figure Lego Ville, Never Land Pirates, Peter Pan",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb184
2732,47394pb325,"Duplo Figure Lego Ville, Poison Ivy, Bright Green Arms, Lime Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb325
2733,47394pb224,"Duplo Figure Lego Ville, Poison Ivy, Lime Arms, Bright Green Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb224
2734,47394pb285,"Duplo Figure Lego Ville, Robin, Black Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb285
2735,47394pb225,"Duplo Figure Lego Ville, Robin, Green Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb225
2736,47394pb243,"Duplo Figure Lego Ville, Sandman",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb243
2737,47394pb049,"Duplo Figure Lego Ville, Skeleton",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb049
2738,47394pb311,"Duplo Figure Lego Ville, Spider-Man (Miles Morales)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb311
2739,47394pb324,"Duplo Figure Lego Ville, Spider-Man, Large Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb324
2740,47394pb192,"Duplo Figure Lego Ville, Spider-Man, Standard Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb192
2741,47394pb189,"Duplo Figure Lego Ville, The Joker",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb189
2742,47394pb229,"Duplo Figure Lego Ville, The Joker, Dark Purple Legs and Top, White Hands, White Head, Red Lips, Lime Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb229
